"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2015/12/26 05:00:00 PM","0.747","0.107","0.755"
"2015/12/26 05:30:00 PM","0.801","0.119","0.810"
"2015/12/26 06:00:00 PM","0.712","0.063","0.715"
"2015/12/26 06:30:00 PM","0.738","0.061","0.741"
"2015/12/26 07:00:00 PM","0.737","0.112","0.745"
"2015/12/26 07:30:00 PM","0.690","0.037","0.691"
"2015/12/26 08:00:00 PM","0.818","0.137","0.830"
"2015/12/26 08:30:00 PM","0.691","0.020","0.692"
"2015/12/26 09:00:00 PM","0.749","0.174","0.769"
"2015/12/26 09:30:00 PM","0.842","0.125","0.851"
"2015/12/26 10:00:00 PM","0.747","0.127","0.758"
"2015/12/26 10:30:00 PM","0.806","0.185","0.827"
"2015/12/26 11:00:00 PM","0.825","0.100","0.831"
"2015/12/26 11:30:00 PM","0.758","0.216","0.788"
"2015/12/27","0.751","0.117","0.760"
"2015/12/27 12:30:00 AM","0.816","0.121","0.825"
"2015/12/27 01:00:00 AM","0.726","0.071","0.729"
"2015/12/27 01:30:00 AM","0.773","0.046","0.774"
"2015/12/27 02:00:00 AM","0.728","0.124","0.738"
"2015/12/27 02:30:00 AM","0.676","0.030","0.677"
"2015/12/27 03:00:00 AM","0.892","0.140","0.903"
"2015/12/27 03:30:00 AM","0.672","0.029","0.672"
"2015/12/27 04:00:00 AM","0.752","0.113","0.760"
"2015/12/27 04:30:00 AM","0.748","0.162","0.766"
"2015/12/27 05:00:00 AM","0.844","0.103","0.851"
"2015/12/27 05:30:00 AM","0.800","0.212","0.827"
"2015/12/27 06:00:00 AM","0.749","0.110","0.757"
"2015/12/27 06:30:00 AM","0.850","0.189","0.871"
"2015/12/27 07:00:00 AM","0.728","0.115","0.737"
"2015/12/27 07:30:00 AM","0.725","0.078","0.729"
"2015/12/27 08:00:00 AM","0.816","0.089","0.821"
"2015/12/27 08:30:00 AM","0.680","0.003","0.680"
"2015/12/27 09:00:00 AM","0.731","0.110","0.739"
"2015/12/27 09:30:00 AM","0.650","0.014","0.650"
"2015/12/27 10:00:00 AM","0.818","0.063","0.821"
"2015/12/27 10:30:00 AM","0.715","0.053","0.717"
"2015/12/27 11:00:00 AM","0.711","0.039","0.712"
"2015/12/27 11:30:00 AM","0.773","0.177","0.793"
"2015/12/27 12:00:00 PM","0.814","0.078","0.818"
"2015/12/27 12:30:00 PM","0.786","0.184","0.808"
"2015/12/27 01:00:00 PM","0.744","0.089","0.749"
"2015/12/27 01:30:00 PM","0.762","0.152","0.777"
"2015/12/27 02:00:00 PM","0.867","0.166","0.883"
"2015/12/27 02:30:00 PM","0.738","0.106","0.745"
"2015/12/27 03:00:00 PM","0.766","0.163","0.783"
"2015/12/27 03:30:00 PM","0.786","0.035","0.786"
"2015/12/27 04:00:00 PM","0.737","0.118","0.747"
"2015/12/27 04:30:00 PM","0.685","0.057","0.687"
"2015/12/27 05:00:00 PM","0.687","0.047","0.689"
"2015/12/27 05:30:00 PM","0.834","0.110","0.841"
"2015/12/27 06:00:00 PM","0.668","0.020","0.668"
"2015/12/27 06:30:00 PM","0.814","0.186","0.835"
"2015/12/27 07:00:00 PM","0.791","0.119","0.800"
"2015/12/27 07:30:00 PM","0.778","0.142","0.791"
"2015/12/27 08:00:00 PM","0.804","0.190","0.826"
"2015/12/27 08:30:00 PM","0.837","0.108","0.844"
"2015/12/27 09:00:00 PM","0.843","0.238","0.876"
"2015/12/27 09:30:00 PM","0.706","0.132","0.718"
"2015/12/27 10:00:00 PM","0.792","0.172","0.811"
"2015/12/27 10:30:00 PM","0.880","0.214","0.906"
"2015/12/27 11:00:00 PM","0.754","0.112","0.762"
"2015/12/27 11:30:00 PM","0.777","0.216","0.806"
"2015/12/28","0.764","0.031","0.764"
"2015/12/28 12:30:00 AM","0.713","0.090","0.719"
"2015/12/28 01:00:00 AM","0.748","0.106","0.756"
"2015/12/28 01:30:00 AM","0.770","0.029","0.771"
"2015/12/28 02:00:00 AM","0.743","0.152","0.758"
"2015/12/28 02:30:00 AM","0.672","0.027","0.672"
"2015/12/28 03:00:00 AM","0.820","0.073","0.823"
"2015/12/28 03:30:00 AM","0.787","0.180","0.808"
"2015/12/28 04:00:00 AM","0.743","0.103","0.750"
"2015/12/28 04:30:00 AM","0.800","0.221","0.830"
"2015/12/28 05:00:00 AM","0.801","0.104","0.807"
"2015/12/28 05:30:00 AM","0.782","0.158","0.798"
"2015/12/28 06:00:00 AM","0.770","0.187","0.792"
"2015/12/28 06:30:00 AM","1.364","0.202","1.378"
"2015/12/28 07:00:00 AM","1.742","0.234","1.757"
"2015/12/28 07:30:00 AM","2.498","-0.122","2.501"
"2015/12/28 08:00:00 AM","2.519","-0.155","2.524"
"2015/12/28 08:30:00 AM","2.742","-0.136","2.746"
"2015/12/28 09:00:00 AM","2.878","-0.223","2.886"
"2015/12/28 09:30:00 AM","2.987","-0.133","2.990"
"2015/12/28 10:00:00 AM","2.038","-0.225","2.051"
"2015/12/28 10:30:00 AM","2.176","-0.273","2.193"
"2015/12/28 11:00:00 AM","2.553","-0.276","2.568"
"2015/12/28 11:30:00 AM","2.993","-0.186","2.998"
"2015/12/28 12:00:00 PM","2.746","-0.174","2.751"
"2015/12/28 12:30:00 PM","2.030","-0.252","2.045"
"2015/12/28 01:00:00 PM","1.990","-0.182","1.999"
"2015/12/28 01:30:00 PM","2.888","-0.260","2.900"
"2015/12/28 02:00:00 PM","1.845","-0.172","1.853"
"2015/12/28 02:30:00 PM","2.265","-0.209","2.275"
"2015/12/28 03:00:00 PM","1.811","-0.197","1.822"
"2015/12/28 03:30:00 PM","1.829","0.025","1.829"
"2015/12/28 04:00:00 PM","1.442","-0.038","1.443"
"2015/12/28 04:30:00 PM","1.243","0.118","1.249"
"2015/12/28 05:00:00 PM","0.966","0.060","0.968"
"2015/12/28 05:30:00 PM","1.022","0.105","1.027"
"2015/12/28 06:00:00 PM","0.904","0.066","0.907"
"2015/12/28 06:30:00 PM","0.707","0.027","0.707"
"2015/12/28 07:00:00 PM","0.764","0.129","0.774"
"2015/12/28 07:30:00 PM","0.703","0.022","0.703"
"2015/12/28 08:00:00 PM","0.795","0.120","0.804"
"2015/12/28 08:30:00 PM","0.726","0.024","0.726"
"2015/12/28 09:00:00 PM","0.730","0.066","0.733"
"2015/12/28 09:30:00 PM","0.800","0.168","0.817"
"2015/12/28 10:00:00 PM","0.781","0.095","0.786"
"2015/12/28 10:30:00 PM","0.837","0.215","0.864"
"2015/12/28 11:00:00 PM","0.778","0.094","0.784"
"2015/12/28 11:30:00 PM","0.790","0.140","0.803"
"2015/12/29","0.760","0.118","0.769"
"2015/12/29 12:30:00 AM","0.744","0.073","0.747"
"2015/12/29 01:00:00 AM","0.846","0.194","0.868"
"2015/12/29 01:30:00 AM","0.739","0.069","0.743"
"2015/12/29 02:00:00 AM","0.743","0.073","0.747"
"2015/12/29 02:30:00 AM","0.717","0.060","0.720"
"2015/12/29 03:00:00 AM","0.701","0.026","0.701"
"2015/12/29 03:30:00 AM","0.779","0.146","0.792"
"2015/12/29 04:00:00 AM","0.717","0.021","0.717"
"2015/12/29 04:30:00 AM","0.746","0.093","0.751"
"2015/12/29 05:00:00 AM","0.744","0.103","0.752"
"2015/12/29 05:30:00 AM","0.781","0.100","0.788"
"2015/12/29 06:00:00 AM","0.829","0.203","0.854"
"2015/12/29 06:30:00 AM","1.426","0.143","1.433"
"2015/12/29 07:00:00 AM","1.952","0.197","1.962"
"2015/12/29 07:30:00 AM","1.624","0.049","1.625"
"2015/12/29 08:00:00 AM","2.012","0.030","2.012"
"2015/12/29 08:30:00 AM","2.000","0.025","2.000"
"2015/12/29 09:00:00 AM","2.392","-0.313","2.413"
"2015/12/29 09:30:00 AM","2.692","-0.151","2.696"
"2015/12/29 10:00:00 AM","2.001","-0.264","2.019"
"2015/12/29 10:30:00 AM","1.822","-0.158","1.829"
"2015/12/29 11:00:00 AM","3.236","-0.258","3.247"
"2015/12/29 11:30:00 AM","4.169","-0.285","4.179"
"2015/12/29 12:00:00 PM","1.848","-0.099","1.851"
"2015/12/29 12:30:00 PM","1.949","-0.213","1.961"
"2015/12/29 01:00:00 PM","2.418","-0.086","2.420"
"2015/12/29 01:30:00 PM","2.661","-0.224","2.670"
"2015/12/29 02:00:00 PM","1.981","-0.091","1.983"
"2015/12/29 02:30:00 PM","2.106","0.047","2.107"
"2015/12/29 03:00:00 PM","1.551","-0.174","1.560"
"2015/12/29 03:30:00 PM","2.069","-0.057","2.070"
"2015/12/29 04:00:00 PM","1.243","-0.081","1.246"
"2015/12/29 04:30:00 PM","1.235","-0.119","1.241"
"2015/12/29 05:00:00 PM","0.873","-0.045","0.874"
"2015/12/29 05:30:00 PM","0.727","0.039","0.728"
"2015/12/29 06:00:00 PM","0.750","0.109","0.758"
"2015/12/29 06:30:00 PM","0.743","0.108","0.751"
"2015/12/29 07:00:00 PM","0.833","0.257","0.872"
"2015/12/29 07:30:00 PM","0.759","0.155","0.775"
"2015/12/29 08:00:00 PM","0.850","0.243","0.884"
"2015/12/29 08:30:00 PM","0.783","0.174","0.802"
"2015/12/29 09:00:00 PM","0.761","0.113","0.769"
"2015/12/29 09:30:00 PM","0.795","0.249","0.833"
"2015/12/29 10:00:00 PM","0.752","0.096","0.759"
"2015/12/29 10:30:00 PM","0.780","0.167","0.797"
"2015/12/29 11:00:00 PM","0.825","0.205","0.850"
"2015/12/29 11:30:00 PM","0.685","0.086","0.690"
"2015/12/30","0.784","0.146","0.798"
"2015/12/30 12:30:00 AM","0.712","0.076","0.716"
"2015/12/30 01:00:00 AM","0.722","0.056","0.724"
"2015/12/30 01:30:00 AM","0.790","0.194","0.814"
"2015/12/30 02:00:00 AM","0.632","0.011","0.632"
"2015/12/30 02:30:00 AM","0.716","0.060","0.719"
"2015/12/30 03:00:00 AM","0.787","0.190","0.809"
"2015/12/30 03:30:00 AM","0.748","0.098","0.755"
"2015/12/30 04:00:00 AM","0.744","0.132","0.756"
"2015/12/30 04:30:00 AM","0.799","0.206","0.825"
"2015/12/30 05:00:00 AM","0.733","0.090","0.738"
"2015/12/30 05:30:00 AM","0.753","0.137","0.765"
"2015/12/30 06:00:00 AM","0.811","0.205","0.837"
"2015/12/30 06:30:00 AM","1.530","0.146","1.537"
"2015/12/30 07:00:00 AM","1.462","0.218","1.478"
"2015/12/30 07:30:00 AM","1.589","0.103","1.592"
"2015/12/30 08:00:00 AM","2.181","0.039","2.182"
"2015/12/30 08:30:00 AM","2.189","0.019","2.189"
