"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2016/01/04 01:00:00 PM","4.414","1.969","4.833"
"2016/01/04 01:30:00 PM","4.593","1.997","5.008"
"2016/01/04 02:00:00 PM","4.664","1.866","5.024"
"2016/01/04 02:30:00 PM","4.826","1.998","5.223"
"2016/01/04 03:00:00 PM","4.834","1.803","5.159"
"2016/01/04 03:30:00 PM","5.010","2.593","5.642"
"2016/01/04 04:00:00 PM","4.323","1.959","4.746"
"2016/01/04 04:30:00 PM","3.767","1.827","4.186"
"2016/01/04 05:00:00 PM","3.661","1.516","3.963"
"2016/01/04 05:30:00 PM","3.087","1.373","3.379"
"2016/01/04 06:00:00 PM","2.877","1.617","3.300"
"2016/01/04 06:30:00 PM","2.263","1.606","2.775"
"2016/01/04 07:00:00 PM","2.213","1.642","2.755"
"2016/01/04 07:30:00 PM","2.328","1.659","2.859"
"2016/01/04 08:00:00 PM","2.169","1.671","2.738"
"2016/01/04 08:30:00 PM","2.134","1.612","2.674"
"2016/01/04 09:00:00 PM","2.332","1.748","2.915"
"2016/01/04 09:30:00 PM","2.200","1.606","2.724"
"2016/01/04 10:00:00 PM","2.225","1.623","2.754"
"2016/01/04 10:30:00 PM","2.152","1.621","2.695"
"2016/01/04 11:00:00 PM","2.264","1.642","2.797"
"2016/01/04 11:30:00 PM","2.303","1.655","2.836"
"2016/01/05","2.237","1.782","2.861"
"2016/01/05 12:30:00 AM","2.304","1.623","2.818"
"2016/01/05 01:00:00 AM","2.118","1.599","2.654"
"2016/01/05 01:30:00 AM","2.146","1.625","2.692"
"2016/01/05 02:00:00 AM","2.195","1.586","2.708"
"2016/01/05 02:30:00 AM","2.256","1.625","2.780"
"2016/01/05 03:00:00 AM","2.231","1.765","2.844"
"2016/01/05 03:30:00 AM","2.241","1.625","2.768"
"2016/01/05 04:00:00 AM","2.276","1.654","2.813"
"2016/01/05 04:30:00 AM","2.142","1.629","2.691"
"2016/01/05 05:00:00 AM","2.197","1.595","2.715"
"2016/01/05 05:30:00 AM","2.259","1.737","2.849"
"2016/01/05 06:00:00 AM","2.172","1.615","2.707"
"2016/01/05 06:30:00 AM","2.592","1.547","3.018"
"2016/01/05 07:00:00 AM","3.369","1.562","3.713"
"2016/01/05 07:30:00 AM","4.726","2.029","5.143"
"2016/01/05 08:00:00 AM","5.070","2.184","5.520"
"2016/01/05 08:30:00 AM","5.719","2.454","6.223"
"2016/01/05 09:00:00 AM","5.312","2.139","5.726"
"2016/01/05 09:30:00 AM","5.094","2.118","5.517"
"2016/01/05 10:00:00 AM","5.591","2.497","6.123"
"2016/01/05 10:30:00 AM","5.464","2.073","5.844"
"2016/01/05 11:00:00 AM","4.991","2.218","5.462"
"2016/01/05 11:30:00 AM","5.329","2.892","6.063"
"2016/01/05 12:00:00 PM","5.427","2.596","6.016"
"2016/01/05 12:30:00 PM","5.530","2.676","6.143"
"2016/01/05 01:00:00 PM","5.806","2.430","6.294"
"2016/01/05 01:30:00 PM","4.719","2.200","5.207"
"2016/01/05 02:00:00 PM","4.739","2.529","5.372"
"2016/01/05 02:30:00 PM","5.519","2.178","5.933"
"2016/01/05 03:00:00 PM","5.691","2.038","6.045"
"2016/01/05 03:30:00 PM","5.149","2.795","5.858"
"2016/01/05 04:00:00 PM","4.895","2.105","5.329"
"2016/01/05 04:30:00 PM","4.043","2.154","4.581"
"2016/01/05 05:00:00 PM","3.279","1.722","3.704"
"2016/01/05 05:30:00 PM","2.939","1.570","3.332"
"2016/01/05 06:00:00 PM","2.425","1.916","3.091"
"2016/01/05 06:30:00 PM","2.328","1.633","2.844"
"2016/01/05 07:00:00 PM","2.403","1.811","3.009"
"2016/01/05 07:30:00 PM","2.204","1.754","2.817"
"2016/01/05 08:00:00 PM","2.195","1.615","2.726"
"2016/01/05 08:30:00 PM","2.288","1.733","2.871"
"2016/01/05 09:00:00 PM","2.322","1.833","2.958"
"2016/01/05 09:30:00 PM","2.198","1.635","2.739"
"2016/01/05 10:00:00 PM","2.305","1.769","2.906"
"2016/01/05 10:30:00 PM","2.123","1.614","2.667"
"2016/01/05 11:00:00 PM","2.228","1.689","2.795"
"2016/01/05 11:30:00 PM","2.259","1.729","2.845"
"2016/01/06","2.337","1.863","2.989"
"2016/01/06 12:30:00 AM","2.310","1.788","2.922"
"2016/01/06 01:00:00 AM","2.254","1.649","2.793"
"2016/01/06 01:30:00 AM","2.229","1.763","2.842"
"2016/01/06 02:00:00 AM","2.193","1.658","2.749"
"2016/01/06 02:30:00 AM","2.287","1.679","2.837"
"2016/01/06 03:00:00 AM","2.287","1.894","2.969"
"2016/01/06 03:30:00 AM","2.207","1.656","2.759"
"2016/01/06 04:00:00 AM","2.287","1.768","2.891"
"2016/01/06 04:30:00 AM","2.208","1.636","2.749"
"2016/01/06 05:00:00 AM","2.365","1.779","2.959"
"2016/01/06 05:30:00 AM","2.135","1.648","2.697"
"2016/01/06 06:00:00 AM","2.343","1.854","2.988"
"2016/01/06 06:30:00 AM","2.620","1.743","3.147"
"2016/01/06 07:00:00 AM","4.258","2.086","4.742"
"2016/01/06 07:30:00 AM","5.085","1.892","5.425"
"2016/01/06 08:00:00 AM","4.852","1.992","5.245"
"2016/01/06 08:30:00 AM","5.500","2.433","6.014"
"2016/01/06 09:00:00 AM","5.373","2.325","5.854"
"2016/01/06 09:30:00 AM","6.013","2.704","6.593"
"2016/01/06 10:00:00 AM","5.870","2.894","6.545"
"2016/01/06 10:30:00 AM","5.226","2.460","5.776"
"2016/01/06 11:00:00 AM","5.213","2.053","5.603"
"2016/01/06 11:30:00 AM","6.001","2.522","6.509"
"2016/01/06 12:00:00 PM","5.486","2.191","5.907"
"2016/01/06 12:30:00 PM","5.473","2.226","5.908"
"2016/01/06 01:00:00 PM","6.035","2.542","6.548"
"2016/01/06 01:30:00 PM","5.691","2.208","6.104"
"2016/01/06 02:00:00 PM","5.411","2.141","5.819"
"2016/01/06 02:30:00 PM","4.862","2.474","5.455"
"2016/01/06 03:00:00 PM","5.501","2.479","6.033"
"2016/01/06 03:30:00 PM","5.266","2.342","5.763"
"2016/01/06 04:00:00 PM","5.165","2.559","5.765"
"2016/01/06 04:30:00 PM","4.351","1.990","4.784"
"2016/01/06 05:00:00 PM","4.365","1.656","4.668"
"2016/01/06 05:30:00 PM","3.997","1.365","4.224"
"2016/01/06 06:00:00 PM","3.481","1.250","3.699"
"2016/01/06 06:30:00 PM","3.475","1.200","3.677"
"2016/01/06 07:00:00 PM","3.650","1.263","3.862"
"2016/01/06 07:30:00 PM","3.583","1.175","3.771"
"2016/01/06 08:00:00 PM","3.559","1.277","3.781"
"2016/01/06 08:30:00 PM","3.682","1.379","3.932"
"2016/01/06 09:00:00 PM","3.620","1.205","3.815"
"2016/01/06 09:30:00 PM","3.366","1.221","3.580"
"2016/01/06 10:00:00 PM","3.185","1.191","3.400"
"2016/01/06 10:30:00 PM","3.218","1.294","3.469"
"2016/01/06 11:00:00 PM","3.190","1.120","3.381"
"2016/01/06 11:30:00 PM","3.321","1.459","3.627"
"2016/01/07","3.083","1.206","3.310"
"2016/01/07 12:30:00 AM","3.228","1.238","3.458"
"2016/01/07 01:00:00 AM","3.272","1.193","3.483"
"2016/01/07 01:30:00 AM","3.240","1.203","3.456"
"2016/01/07 02:00:00 AM","3.373","1.371","3.641"
"2016/01/07 02:30:00 AM","3.166","1.168","3.375"
"2016/01/07 03:00:00 AM","3.281","1.201","3.494"
"2016/01/07 03:30:00 AM","3.185","1.123","3.377"
