"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2015/12/26 04:30:00 PM","8.036","-0.745","8.070"
"2015/12/26 05:00:00 PM","8.063","-0.719","8.095"
"2015/12/26 05:30:00 PM","8.075","-0.727","8.108"
"2015/12/26 06:00:00 PM","8.032","-0.756","8.067"
"2015/12/26 06:30:00 PM","8.021","-0.854","8.067"
"2015/12/26 07:00:00 PM","7.951","-0.909","8.003"
"2015/12/26 07:30:00 PM","8.075","-0.741","8.109"
"2015/12/26 08:00:00 PM","8.136","-0.681","8.164"
"2015/12/26 08:30:00 PM","8.132","-0.660","8.159"
"2015/12/26 09:00:00 PM","8.094","-0.730","8.127"
"2015/12/26 09:30:00 PM","8.095","-0.721","8.127"
"2015/12/26 10:00:00 PM","8.068","-0.764","8.105"
"2015/12/26 10:30:00 PM","8.151","-0.642","8.177"
"2015/12/26 11:00:00 PM","8.053","-0.772","8.090"
"2015/12/26 11:30:00 PM","7.949","-0.969","8.008"
"2015/12/27","8.053","-0.825","8.095"
"2015/12/27 12:30:00 AM","8.068","-0.753","8.103"
"2015/12/27 01:00:00 AM","8.181","-0.624","8.205"
"2015/12/27 01:30:00 AM","8.075","-0.731","8.108"
"2015/12/27 02:00:00 AM","8.088","-0.763","8.124"
"2015/12/27 02:30:00 AM","8.102","-0.731","8.135"
"2015/12/27 03:00:00 AM","8.083","-0.687","8.112"
"2015/12/27 03:30:00 AM","8.105","-0.689","8.134"
"2015/12/27 04:00:00 AM","8.017","-0.922","8.069"
"2015/12/27 04:30:00 AM","7.961","-0.948","8.017"
"2015/12/27 05:00:00 AM","8.125","-0.706","8.156"
"2015/12/27 05:30:00 AM","8.127","-0.675","8.155"
"2015/12/27 06:00:00 AM","8.119","-0.722","8.151"
"2015/12/27 06:30:00 AM","8.057","-0.725","8.090"
"2015/12/27 07:00:00 AM","8.011","-0.751","8.046"
"2015/12/27 07:30:00 AM","8.124","-0.632","8.148"
"2015/12/27 08:00:00 AM","8.042","-0.697","8.072"
"2015/12/27 08:30:00 AM","8.025","-0.715","8.057"
"2015/12/27 09:00:00 AM","7.974","-0.849","8.019"
"2015/12/27 09:30:00 AM","7.954","-0.912","8.006"
"2015/12/27 10:00:00 AM","8.050","-0.732","8.083"
"2015/12/27 10:30:00 AM","8.003","-0.758","8.039"
"2015/12/27 11:00:00 AM","8.021","-0.716","8.052"
"2015/12/27 11:30:00 AM","8.022","-0.742","8.056"
"2015/12/27 12:00:00 PM","8.086","-0.619","8.110"
"2015/12/27 12:30:00 PM","8.046","-0.677","8.075"
"2015/12/27 01:00:00 PM","7.990","-0.755","8.026"
"2015/12/27 01:30:00 PM","8.060","-0.711","8.092"
"2015/12/27 02:00:00 PM","8.073","-0.706","8.103"
"2015/12/27 02:30:00 PM","8.071","-0.756","8.106"
"2015/12/27 03:00:00 PM","8.041","-0.928","8.094"
"2015/12/27 03:30:00 PM","7.944","-0.861","7.991"
"2015/12/27 04:00:00 PM","8.073","-0.739","8.106"
"2015/12/27 04:30:00 PM","8.113","-0.630","8.137"
"2015/12/27 05:00:00 PM","8.051","-0.687","8.080"
"2015/12/27 05:30:00 PM","7.997","-0.767","8.034"
"2015/12/27 06:00:00 PM","8.023","-0.724","8.055"
"2015/12/27 06:30:00 PM","8.073","-0.660","8.100"
"2015/12/27 07:00:00 PM","8.072","-0.666","8.100"
"2015/12/27 07:30:00 PM","8.096","-0.705","8.127"
"2015/12/27 08:00:00 PM","7.993","-0.806","8.033"
"2015/12/27 08:30:00 PM","7.970","-0.954","8.027"
"2015/12/27 09:00:00 PM","8.051","-0.763","8.087"
"2015/12/27 09:30:00 PM","8.084","-0.725","8.116"
"2015/12/27 10:00:00 PM","8.093","-0.716","8.125"
"2015/12/27 10:30:00 PM","8.074","-0.744","8.108"
"2015/12/27 11:00:00 PM","8.140","-0.603","8.162"
"2015/12/27 11:30:00 PM","8.073","-0.668","8.100"
"2015/12/28","8.076","-0.723","8.108"
"2015/12/28 12:30:00 AM","8.083","-0.709","8.115"
"2015/12/28 01:00:00 AM","8.109","-0.661","8.136"
"2015/12/28 01:30:00 AM","8.102","-0.678","8.130"
"2015/12/28 02:00:00 AM","7.954","-0.954","8.011"
"2015/12/28 02:30:00 AM","8.012","-0.895","8.061"
"2015/12/28 03:00:00 AM","8.084","-0.700","8.114"
"2015/12/28 03:30:00 AM","8.160","-0.588","8.181"
"2015/12/28 04:00:00 AM","8.075","-0.739","8.109"
"2015/12/28 04:30:00 AM","8.054","-0.707","8.085"
"2015/12/28 05:00:00 AM","8.114","-0.718","8.145"
"2015/12/28 05:30:00 AM","8.093","-0.658","8.120"
"2015/12/28 06:00:00 AM","8.078","-0.633","8.103"
"2015/12/28 06:30:00 AM","8.053","-0.680","8.082"
"2015/12/28 07:00:00 AM","8.256","-0.835","8.298"
"2015/12/28 07:30:00 AM","8.553","-1.028","8.614"
"2015/12/28 08:00:00 AM","8.519","-0.937","8.570"
"2015/12/28 08:30:00 AM","8.882","-0.934","8.931"
"2015/12/28 09:00:00 AM","8.535","-0.903","8.583"
"2015/12/28 09:30:00 AM","8.519","-0.905","8.567"
"2015/12/28 10:00:00 AM","8.957","-0.847","8.997"
"2015/12/28 10:30:00 AM","8.462","-0.814","8.501"
"2015/12/28 11:00:00 AM","8.565","-0.934","8.616"
"2015/12/28 11:30:00 AM","8.359","-1.058","8.425"
"2015/12/28 12:00:00 PM","8.163","-0.899","8.212"
"2015/12/28 12:30:00 PM","8.072","-0.817","8.113"
"2015/12/28 01:00:00 PM","8.720","-0.554","8.737"
"2015/12/28 01:30:00 PM","8.151","-0.686","8.180"
"2015/12/28 02:00:00 PM","8.175","-0.737","8.208"
"2015/12/28 02:30:00 PM","8.110","-0.554","8.129"
"2015/12/28 03:00:00 PM","7.928","-0.886","7.978"
"2015/12/28 03:30:00 PM","7.931","-0.892","7.981"
"2015/12/28 04:00:00 PM","7.922","-0.936","7.977"
"2015/12/28 04:30:00 PM","8.086","-0.696","8.116"
"2015/12/28 05:00:00 PM","8.074","-0.655","8.100"
"2015/12/28 05:30:00 PM","8.029","-0.701","8.059"
"2015/12/28 06:00:00 PM","8.076","-0.672","8.104"
