"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2015/12/26 06:30:00 PM","0.238","0.102","0.259"
"2015/12/26 07:00:00 PM","0.151","-0.021","0.153"
"2015/12/26 07:30:00 PM","0.166","-0.007","0.166"
"2015/12/26 08:00:00 PM","0.173","0.002","0.173"
"2015/12/26 08:30:00 PM","0.153","-0.022","0.155"
"2015/12/26 09:00:00 PM","0.153","-0.022","0.155"
"2015/12/26 09:30:00 PM","0.188","0.018","0.189"
"2015/12/26 10:00:00 PM","0.154","-0.021","0.155"
"2015/12/26 10:30:00 PM","0.152","-0.022","0.154"
"2015/12/26 11:00:00 PM","0.280","0.166","0.325"
"2015/12/26 11:30:00 PM","0.185","0.028","0.187"
"2015/12/27","0.149","-0.022","0.150"
"2015/12/27 12:30:00 AM","0.179","0.012","0.179"
"2015/12/27 01:00:00 AM","0.153","-0.017","0.154"
"2015/12/27 01:30:00 AM","0.150","-0.022","0.151"
"2015/12/27 02:00:00 AM","0.163","-0.008","0.163"
"2015/12/27 02:30:00 AM","0.170","0.002","0.170"
"2015/12/27 03:00:00 AM","0.150","-0.022","0.152"
"2015/12/27 03:30:00 AM","0.160","-0.005","0.160"
"2015/12/27 04:00:00 AM","0.281","0.171","0.329"
"2015/12/27 04:30:00 AM","0.169","0.006","0.169"
"2015/12/27 05:00:00 AM","0.149","-0.022","0.151"
"2015/12/27 05:30:00 AM","0.182","0.015","0.182"
"2015/12/27 06:00:00 AM","0.149","-0.021","0.151"
"2015/12/27 06:30:00 AM","0.149","-0.021","0.150"
"2015/12/27 07:00:00 AM","0.169","0.001","0.169"
"2015/12/27 07:30:00 AM","0.159","-0.008","0.159"
"2015/12/27 08:00:00 AM","0.147","-0.022","0.149"
"2015/12/27 08:30:00 AM","0.189","0.041","0.193"
"2015/12/27 09:00:00 AM","0.271","0.153","0.311"
"2015/12/27 09:30:00 AM","0.149","-0.021","0.150"
"2015/12/27 10:00:00 AM","0.148","-0.021","0.150"
"2015/12/27 10:30:00 AM","0.191","0.015","0.192"
"2015/12/27 11:00:00 AM","0.148","-0.022","0.149"
"2015/12/27 11:30:00 AM","0.148","-0.022","0.149"
"2015/12/27 12:00:00 PM","0.181","0.014","0.181"
"2015/12/27 12:30:00 PM","0.148","-0.022","0.150"
"2015/12/27 01:00:00 PM","0.150","-0.026","0.152"
"2015/12/27 01:30:00 PM","0.237","0.094","0.255"
"2015/12/27 02:00:00 PM","0.229","0.078","0.242"
"2015/12/27 02:30:00 PM","0.152","-0.032","0.156"
"2015/12/27 03:00:00 PM","0.171","-0.012","0.172"
"2015/12/27 03:30:00 PM","0.164","-0.017","0.165"
"2015/12/27 04:00:00 PM","0.152","-0.033","0.155"
"2015/12/27 04:30:00 PM","0.167","-0.015","0.168"
"2015/12/27 05:00:00 PM","0.170","-0.009","0.170"
"2015/12/27 05:30:00 PM","0.152","-0.032","0.155"
"2015/12/27 06:00:00 PM","0.185","0.021","0.186"
"2015/12/27 06:30:00 PM","0.286","0.157","0.327"
"2015/12/27 07:00:00 PM","0.152","-0.032","0.156"
"2015/12/27 07:30:00 PM","0.152","-0.033","0.155"
"2015/12/27 08:00:00 PM","0.189","0.010","0.189"
"2015/12/27 08:30:00 PM","0.152","-0.033","0.155"
"2015/12/27 09:00:00 PM","0.154","-0.032","0.157"
"2015/12/27 09:30:00 PM","0.182","-0.002","0.182"
"2015/12/27 10:00:00 PM","0.164","-0.021","0.165"
"2015/12/27 10:30:00 PM","0.191","0.031","0.194"
"2015/12/27 11:00:00 PM","0.254","0.113","0.278"
"2015/12/27 11:30:00 PM","0.174","-0.005","0.174"
"2015/12/28","0.151","-0.032","0.155"
"2015/12/28 12:30:00 AM","0.151","-0.033","0.155"
"2015/12/28 01:00:00 AM","0.188","0.009","0.188"
"2015/12/28 01:30:00 AM","0.151","-0.033","0.155"
"2015/12/28 02:00:00 AM","0.151","-0.032","0.155"
"2015/12/28 02:30:00 AM","0.188","0.010","0.188"
"2015/12/28 03:00:00 AM","0.174","0.005","0.174"
"2015/12/28 03:30:00 AM","0.253","0.117","0.279"
"2015/12/28 04:00:00 AM","0.182","0.003","0.182"
"2015/12/28 04:30:00 AM","0.164","-0.016","0.165"
"2015/12/28 05:00:00 AM","0.151","-0.033","0.154"
"2015/12/28 05:30:00 AM","0.152","-0.030","0.155"
"2015/12/28 06:00:00 AM","1.016","-0.203","1.036"
"2015/12/28 06:30:00 AM","1.971","-0.552","2.047"
"2015/12/28 07:00:00 AM","2.144","-0.488","2.199"
"2015/12/28 07:30:00 AM","1.949","-0.430","1.996"
"2015/12/28 08:00:00 AM","2.156","-0.604","2.239"
"2015/12/28 08:30:00 AM","1.521","-0.460","1.589"
"2015/12/28 09:00:00 AM","1.661","-0.465","1.725"
"2015/12/28 09:30:00 AM","1.385","-0.412","1.445"
"2015/12/28 10:00:00 AM","1.698","-0.431","1.752"
"2015/12/28 10:30:00 AM","1.895","-0.419","1.941"
"2015/12/28 11:00:00 AM","1.785","-0.478","1.848"
"2015/12/28 11:30:00 AM","1.816","-0.553","1.899"
"2015/12/28 12:00:00 PM","1.611","-0.541","1.700"
"2015/12/28 12:30:00 PM","1.661","-0.459","1.723"
"2015/12/28 01:00:00 PM","1.897","-0.547","1.975"
"2015/12/28 01:30:00 PM","1.884","-0.554","1.964"
"2015/12/28 02:00:00 PM","2.340","-0.460","2.385"
"2015/12/28 02:30:00 PM","1.718","-0.459","1.778"
"2015/12/28 03:00:00 PM","1.522","-0.507","1.604"
