"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2015/12/26 06:30:00 PM","0.666","-1.763","1.885"
"2015/12/26 07:00:00 PM","0.663","-1.755","1.876"
"2015/12/26 07:30:00 PM","0.663","-1.769","1.889"
"2015/12/26 08:00:00 PM","0.666","-1.765","1.887"
"2015/12/26 08:30:00 PM","0.674","-1.794","1.916"
"2015/12/26 09:00:00 PM","0.652","-1.729","1.848"
"2015/12/26 09:30:00 PM","0.650","-1.731","1.849"
"2015/12/26 10:00:00 PM","0.652","-1.746","1.864"
"2015/12/26 10:30:00 PM","0.655","-1.765","1.882"
"2015/12/26 11:00:00 PM","0.660","-1.743","1.864"
"2015/12/26 11:30:00 PM","0.668","-1.764","1.887"
"2015/12/27","0.649","-1.729","1.847"
"2015/12/27 12:30:00 AM","0.655","-1.762","1.880"
"2015/12/27 01:00:00 AM","0.642","-1.720","1.836"
"2015/12/27 01:30:00 AM","0.657","-1.770","1.888"
"2015/12/27 02:00:00 AM","0.635","-1.732","1.845"
"2015/12/27 02:30:00 AM","0.640","-1.724","1.839"
"2015/12/27 03:00:00 AM","0.649","-1.741","1.858"
"2015/12/27 03:30:00 AM","0.644","-1.732","1.848"
"2015/12/27 04:00:00 AM","0.648","-1.740","1.857"
"2015/12/27 04:30:00 AM","0.645","-1.729","1.846"
"2015/12/27 05:00:00 AM","0.649","-1.730","1.847"
"2015/12/27 05:30:00 AM","0.644","-1.743","1.858"
"2015/12/27 06:00:00 AM","0.653","-1.756","1.873"
"2015/12/27 06:30:00 AM","0.662","-1.755","1.876"
"2015/12/27 07:00:00 AM","0.664","-1.732","1.855"
"2015/12/27 07:30:00 AM","0.674","-1.751","1.876"
"2015/12/27 08:00:00 AM","0.660","-1.690","1.814"
"2015/12/27 08:30:00 AM","0.666","-1.703","1.829"
"2015/12/27 09:00:00 AM","0.663","-1.719","1.842"
"2015/12/27 09:30:00 AM","0.678","-1.743","1.871"
"2015/12/27 10:00:00 AM","0.672","-1.730","1.856"
"2015/12/27 10:30:00 AM","0.669","-1.714","1.840"
"2015/12/27 11:00:00 AM","0.677","-1.738","1.865"
"2015/12/27 11:30:00 AM","0.672","-1.721","1.847"
"2015/12/27 12:00:00 PM","0.681","-1.730","1.859"
"2015/12/27 12:30:00 PM","0.670","-1.719","1.845"
"2015/12/27 01:00:00 PM","0.668","-1.723","1.848"
"2015/12/27 01:30:00 PM","0.647","-1.720","1.838"
"2015/12/27 02:00:00 PM","0.650","-1.736","1.854"
"2015/12/27 02:30:00 PM","0.660","-1.763","1.882"
"2015/12/27 03:00:00 PM","0.656","-1.742","1.861"
"2015/12/27 03:30:00 PM","0.658","-1.758","1.877"
"2015/12/27 04:00:00 PM","0.646","-1.749","1.865"
"2015/12/27 04:30:00 PM","0.674","-1.775","1.899"
"2015/12/27 05:00:00 PM","0.666","-1.736","1.859"
"2015/12/27 05:30:00 PM","0.672","-1.764","1.888"
"2015/12/27 06:00:00 PM","0.666","-1.746","1.869"
"2015/12/27 06:30:00 PM","0.665","-1.753","1.875"
"2015/12/27 07:00:00 PM","0.657","-1.741","1.861"
"2015/12/27 07:30:00 PM","0.664","-1.761","1.882"
"2015/12/27 08:00:00 PM","0.670","-1.749","1.873"
"2015/12/27 08:30:00 PM","0.678","-1.781","1.905"
"2015/12/27 09:00:00 PM","0.654","-1.740","1.859"
"2015/12/27 09:30:00 PM","0.654","-1.759","1.877"
"2015/12/27 10:00:00 PM","0.665","-1.790","1.910"
"2015/12/27 10:30:00 PM","0.660","-1.765","1.884"
"2015/12/27 11:00:00 PM","0.679","-1.762","1.889"
"2015/12/27 11:30:00 PM","0.672","-1.755","1.880"
"2015/12/28","0.663","-1.742","1.864"
"2015/12/28 12:30:00 AM","0.665","-1.750","1.873"
"2015/12/28 01:00:00 AM","0.660","-1.743","1.864"
"2015/12/28 01:30:00 AM","0.656","-1.740","1.860"
"2015/12/28 02:00:00 AM","0.664","-1.756","1.878"
"2015/12/28 02:30:00 AM","0.653","-1.744","1.863"
"2015/12/28 03:00:00 AM","0.661","-1.743","1.864"
"2015/12/28 03:30:00 AM","0.671","-1.779","1.901"
"2015/12/28 04:00:00 AM","0.662","-1.737","1.859"
"2015/12/28 04:30:00 AM","0.665","-1.755","1.877"
"2015/12/28 05:00:00 AM","0.666","-1.734","1.858"
"2015/12/28 05:30:00 AM","0.665","-1.741","1.863"
"2015/12/28 06:00:00 AM","0.836","-1.660","1.858"
"2015/12/28 06:30:00 AM","1.040","-1.949","2.209"
"2015/12/28 07:00:00 AM","1.417","-2.476","2.853"
"2015/12/28 07:30:00 AM","1.749","-3.021","3.491"
