"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2016/01/04 12:30:00 PM","1.361","-0.142","1.369"
"2016/01/04 01:00:00 PM","0.843","-0.071","0.846"
"2016/01/04 01:30:00 PM","0.951","0.006","0.951"
"2016/01/04 02:00:00 PM","0.931","0.057","0.933"
"2016/01/04 02:30:00 PM","1.109","0.018","1.109"
"2016/01/04 03:00:00 PM","0.749","0.026","0.750"
"2016/01/04 03:30:00 PM","0.749","-0.068","0.752"
"2016/01/04 04:00:00 PM","0.462","-0.060","0.466"
"2016/01/04 04:30:00 PM","0.465","0.028","0.466"
"2016/01/04 05:00:00 PM","0.510","0.084","0.517"
"2016/01/04 05:30:00 PM","0.516","0.084","0.522"
"2016/01/04 06:00:00 PM","0.489","0.051","0.491"
"2016/01/04 06:30:00 PM","0.486","0.039","0.487"
"2016/01/04 07:00:00 PM","0.522","0.090","0.530"
"2016/01/04 07:30:00 PM","0.532","0.091","0.540"
"2016/01/04 08:00:00 PM","0.507","0.056","0.510"
"2016/01/04 08:30:00 PM","0.477","0.017","0.477"
"2016/01/04 09:00:00 PM","0.521","0.077","0.527"
"2016/01/04 09:30:00 PM","0.528","0.081","0.534"
"2016/01/04 10:00:00 PM","0.498","0.055","0.501"
"2016/01/04 10:30:00 PM","0.391","0.028","0.392"
"2016/01/04 11:00:00 PM","0.528","0.088","0.535"
"2016/01/04 11:30:00 PM","0.526","0.081","0.532"
"2016/01/05","0.483","0.033","0.484"
"2016/01/05 12:30:00 AM","0.492","0.045","0.494"
"2016/01/05 01:00:00 AM","0.526","0.081","0.532"
"2016/01/05 01:30:00 AM","0.541","0.073","0.546"
"2016/01/05 02:00:00 AM","0.477","0.006","0.477"
"2016/01/05 02:30:00 AM","0.433","0.083","0.441"
"2016/01/05 03:00:00 AM","0.537","0.081","0.543"
"2016/01/05 03:30:00 AM","0.469","0.000","0.469"
"2016/01/05 04:00:00 AM","0.574","0.080","0.580"
"2016/01/05 04:30:00 AM","0.432","0.083","0.440"
"2016/01/05 05:00:00 AM","0.475","-0.005","0.475"
"2016/01/05 05:30:00 AM","0.528","0.076","0.533"
"2016/01/05 06:00:00 AM","0.642","0.084","0.647"
"2016/01/05 06:30:00 AM","0.620","0.146","0.637"
"2016/01/05 07:00:00 AM","1.326","0.105","1.330"
"2016/01/05 07:30:00 AM","1.917","-0.041","1.918"
"2016/01/05 08:00:00 AM","1.062","-0.135","1.071"
"2016/01/05 08:30:00 AM","0.934","-0.111","0.940"
"2016/01/05 09:00:00 AM","1.312","-0.019","1.312"
"2016/01/05 09:30:00 AM","1.008","0.024","1.008"
"2016/01/05 10:00:00 AM","1.437","0.211","1.453"
"2016/01/05 10:30:00 AM","1.065","0.207","1.084"
"2016/01/05 11:00:00 AM","1.506","0.194","1.519"
"2016/01/05 11:30:00 AM","1.377","0.154","1.386"
"2016/01/05 12:00:00 PM","1.477","0.158","1.486"
"2016/01/05 12:30:00 PM","2.066","0.081","2.067"
"2016/01/05 01:00:00 PM","0.887","0.018","0.887"
"2016/01/05 01:30:00 PM","0.723","0.001","0.723"
"2016/01/05 02:00:00 PM","1.149","0.032","1.149"
"2016/01/05 02:30:00 PM","0.937","0.077","0.940"
"2016/01/05 03:00:00 PM","0.809","-0.011","0.809"
"2016/01/05 03:30:00 PM","0.784","-0.013","0.784"
"2016/01/05 04:00:00 PM","0.657","-0.005","0.657"
"2016/01/05 04:30:00 PM","0.560","0.065","0.564"
"2016/01/05 05:00:00 PM","0.447","0.117","0.462"
"2016/01/05 05:30:00 PM","0.436","0.113","0.451"
"2016/01/05 06:00:00 PM","0.406","0.065","0.412"
"2016/01/05 06:30:00 PM","0.425","0.102","0.437"
"2016/01/05 07:00:00 PM","0.536","0.117","0.548"
"2016/01/05 07:30:00 PM","0.358","0.108","0.374"
"2016/01/05 08:00:00 PM","0.489","0.045","0.491"
"2016/01/05 08:30:00 PM","0.373","0.083","0.382"
"2016/01/05 09:00:00 PM","0.490","0.108","0.502"
"2016/01/05 09:30:00 PM","0.424","0.087","0.433"
"2016/01/05 10:00:00 PM","0.390","0.050","0.393"
"2016/01/05 10:30:00 PM","0.440","0.105","0.453"
"2016/01/05 11:00:00 PM","0.446","0.106","0.459"
"2016/01/05 11:30:00 PM","0.385","0.043","0.388"
"2016/01/06","0.450","0.120","0.466"
"2016/01/06 12:30:00 AM","0.443","0.110","0.456"
"2016/01/06 01:00:00 AM","0.381","0.038","0.383"
"2016/01/06 01:30:00 AM","0.458","0.116","0.472"
"2016/01/06 02:00:00 AM","0.456","0.090","0.465"
"2016/01/06 02:30:00 AM","0.452","0.054","0.455"
"2016/01/06 03:00:00 AM","0.447","0.117","0.462"
"2016/01/06 03:30:00 AM","0.405","0.064","0.410"
"2016/01/06 04:00:00 AM","0.416","0.082","0.424"
"2016/01/06 04:30:00 AM","0.445","0.115","0.460"
"2016/01/06 05:00:00 AM","0.375","0.031","0.376"
"2016/01/06 05:30:00 AM","0.439","0.108","0.452"
"2016/01/06 06:00:00 AM","0.447","0.103","0.459"
"2016/01/06 06:30:00 AM","0.615","0.061","0.618"
"2016/01/06 07:00:00 AM","1.393","0.099","1.396"
"2016/01/06 07:30:00 AM","0.827","0.084","0.831"
"2016/01/06 08:00:00 AM","1.727","-0.036","1.727"
"2016/01/06 08:30:00 AM","1.102","-0.058","1.104"
"2016/01/06 09:00:00 AM","0.739","-0.072","0.742"
"2016/01/06 09:30:00 AM","1.097","-0.093","1.101"
"2016/01/06 10:00:00 AM","1.087","-0.047","1.088"
"2016/01/06 10:30:00 AM","1.119","0.004","1.119"
"2016/01/06 11:00:00 AM","1.181","-0.006","1.181"
"2016/01/06 11:30:00 AM","0.810","0.001","0.810"
"2016/01/06 12:00:00 PM","1.112","0.002","1.112"
"2016/01/06 12:30:00 PM","1.149","0.007","1.149"
"2016/01/06 01:00:00 PM","0.993","0.025","0.994"
"2016/01/06 01:30:00 PM","0.866","-0.011","0.867"
"2016/01/06 02:00:00 PM","0.773","-0.075","0.776"
"2016/01/06 02:30:00 PM","0.742","-0.110","0.750"
"2016/01/06 03:00:00 PM","0.820","-0.003","0.820"
"2016/01/06 03:30:00 PM","0.561","0.080","0.567"
"2016/01/06 04:00:00 PM","0.420","0.090","0.430"
"2016/01/06 04:30:00 PM","0.383","0.062","0.388"
"2016/01/06 05:00:00 PM","0.443","0.113","0.457"
"2016/01/06 05:30:00 PM","0.411","0.100","0.423"
"2016/01/06 06:00:00 PM","0.370","0.052","0.374"
"2016/01/06 06:30:00 PM","0.512","0.124","0.527"
"2016/01/06 07:00:00 PM","0.416","0.102","0.428"
"2016/01/06 07:30:00 PM","0.389","0.063","0.394"
"2016/01/06 08:00:00 PM","0.440","0.127","0.458"
"2016/01/06 08:30:00 PM","0.370","0.040","0.372"
"2016/01/06 09:00:00 PM","0.293","0.002","0.293"
"2016/01/06 09:30:00 PM","0.357","0.032","0.358"
"2016/01/06 10:00:00 PM","0.451","0.029","0.452"
"2016/01/06 10:30:00 PM","0.430","0.104","0.442"
"2016/01/06 11:00:00 PM","0.442","0.105","0.455"
"2016/01/06 11:30:00 PM","0.369","0.035","0.371"
"2016/01/07","0.446","0.117","0.461"
"2016/01/07 12:30:00 AM","0.370","0.033","0.372"
"2016/01/07 01:00:00 AM","0.315","0.013","0.315"
"2016/01/07 01:30:00 AM","0.343","0.027","0.345"
"2016/01/07 02:00:00 AM","0.454","0.027","0.455"
"2016/01/07 02:30:00 AM","0.448","0.119","0.464"
"2016/01/07 03:00:00 AM","0.386","0.047","0.389"
"2016/01/07 03:30:00 AM","0.426","0.100","0.438"
"2016/01/07 04:00:00 AM","0.398","0.059","0.402"
"2016/01/07 04:30:00 AM","0.262","-0.021","0.263"
"2016/01/07 05:00:00 AM","0.353","0.031","0.355"
"2016/01/07 05:30:00 AM","0.368","0.023","0.369"
"2016/01/07 06:00:00 AM","0.444","0.120","0.460"
"2016/01/07 06:30:00 AM","0.822","0.035","0.823"
"2016/01/07 07:00:00 AM","1.105","0.017","1.105"
"2016/01/07 07:30:00 AM","1.307","-0.123","1.313"
"2016/01/07 08:00:00 AM","2.019","-0.083","2.021"
"2016/01/07 08:30:00 AM","1.124","-0.037","1.125"
"2016/01/07 09:00:00 AM","1.080","-0.104","1.085"
"2016/01/07 09:30:00 AM","1.194","-0.020","1.194"
"2016/01/07 10:00:00 AM","1.180","-0.054","1.181"
"2016/01/07 10:30:00 AM","1.075","-0.107","1.080"
"2016/01/07 11:00:00 AM","0.798","-0.161","0.814"
"2016/01/07 11:30:00 AM","2.391","-0.043","2.391"
"2016/01/07 12:00:00 PM","1.736","0.202","1.748"
"2016/01/07 12:30:00 PM","1.439","0.201","1.453"
"2016/01/07 01:00:00 PM","1.081","0.135","1.090"
"2016/01/07 01:30:00 PM","1.304","0.089","1.308"
"2016/01/07 02:00:00 PM","1.210","0.118","1.216"
"2016/01/07 02:30:00 PM","1.219","0.200","1.235"
"2016/01/07 03:00:00 PM","1.039","0.134","1.047"
"2016/01/07 03:30:00 PM","0.834","0.195","0.856"
"2016/01/07 04:00:00 PM","0.795","0.112","0.803"
"2016/01/07 04:30:00 PM","0.646","0.173","0.669"
"2016/01/07 05:00:00 PM","0.650","0.290","0.712"
"2016/01/07 05:30:00 PM","0.559","0.276","0.623"
"2016/01/07 06:00:00 PM","0.628","0.302","0.697"
"2016/01/07 06:30:00 PM","0.544","0.271","0.608"
"2016/01/07 07:00:00 PM","0.584","0.240","0.631"
"2016/01/07 07:30:00 PM","0.417","0.180","0.454"
"2016/01/07 08:00:00 PM","0.517","0.254","0.576"
"2016/01/07 08:30:00 PM","0.588","0.229","0.631"
"2016/01/07 09:00:00 PM","0.591","0.318","0.671"
"2016/01/07 09:30:00 PM","0.592","0.230","0.635"
"2016/01/07 10:00:00 PM","0.599","0.331","0.684"
"2016/01/07 10:30:00 PM","0.416","0.181","0.454"
"2016/01/07 11:00:00 PM","0.569","0.237","0.616"
"2016/01/07 11:30:00 PM","0.494","0.222","0.542"
"2016/01/08","0.611","0.338","0.699"
"2016/01/08 12:30:00 AM","0.598","0.240","0.645"
"2016/01/08 01:00:00 AM","0.617","0.340","0.704"
"2016/01/08 01:30:00 AM","0.533","0.262","0.594"
"2016/01/08 02:00:00 AM","0.630","0.294","0.695"
"2016/01/08 02:30:00 AM","0.424","0.210","0.473"
"2016/01/08 03:00:00 AM","0.519","0.294","0.597"
"2016/01/08 03:30:00 AM","0.581","0.275","0.643"
"2016/01/08 04:00:00 AM","0.644","0.345","0.730"
"2016/01/08 04:30:00 AM","0.547","0.278","0.613"
"2016/01/08 05:00:00 AM","0.591","0.323","0.673"
"2016/01/08 05:30:00 AM","0.511","0.256","0.571"
"2016/01/08 06:00:00 AM","0.549","0.235","0.597"
"2016/01/08 06:30:00 AM","0.650","-0.029","0.651"
"2016/01/08 07:00:00 AM","1.245","0.060","1.246"
"2016/01/08 07:30:00 AM","1.260","-0.024","1.260"
"2016/01/08 08:00:00 AM","1.357","-0.007","1.357"
"2016/01/08 08:30:00 AM","1.109","-0.076","1.111"
"2016/01/08 09:00:00 AM","1.553","-0.264","1.575"
"2016/01/08 09:30:00 AM","1.150","-0.156","1.160"
"2016/01/08 10:00:00 AM","1.333","-0.028","1.333"
"2016/01/08 10:30:00 AM","0.919","-0.094","0.924"
"2016/01/08 11:00:00 AM","1.000","-0.123","1.008"
"2016/01/08 11:30:00 AM","0.922","-0.132","0.931"
"2016/01/08 12:00:00 PM","1.229","-0.101","1.233"
"2016/01/08 12:30:00 PM","1.223","0.010","1.223"
"2016/01/08 01:00:00 PM","1.228","-0.013","1.228"
"2016/01/08 01:30:00 PM","1.194","-0.089","1.198"
"2016/01/08 02:00:00 PM","1.149","-0.085","1.152"
"2016/01/08 02:30:00 PM","0.916","-0.143","0.927"
"2016/01/08 03:00:00 PM","0.816","-0.137","0.828"
"2016/01/08 03:30:00 PM","0.718","-0.032","0.718"
"2016/01/08 04:00:00 PM","0.621","0.077","0.626"
"2016/01/08 04:30:00 PM","0.249","-0.011","0.249"
"2016/01/08 05:00:00 PM","0.366","0.028","0.367"
"2016/01/08 05:30:00 PM","0.408","0.023","0.409"
"2016/01/08 06:00:00 PM","0.438","0.126","0.455"
"2016/01/08 06:30:00 PM","0.351","0.029","0.352"
"2016/01/08 07:00:00 PM","0.497","0.117","0.511"
"2016/01/08 07:30:00 PM","0.352","0.027","0.353"
"2016/01/08 08:00:00 PM","0.493","0.115","0.507"
"2016/01/08 08:30:00 PM","0.358","0.026","0.359"
"2016/01/08 09:00:00 PM","0.409","0.107","0.423"
"2016/01/08 09:30:00 PM","0.309","-0.033","0.310"
"2016/01/08 10:00:00 PM","0.329","0.032","0.331"
