"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2016/01/04 01:00:00 PM","9.605","-1.088","9.666"
"2016/01/04 01:30:00 PM","9.398","-1.020","9.453"
"2016/01/04 02:00:00 PM","9.440","-1.084","9.502"
"2016/01/04 02:30:00 PM","9.787","-1.160","9.855"
"2016/01/04 03:00:00 PM","9.415","-1.236","9.496"
"2016/01/04 03:30:00 PM","9.045","-1.203","9.124"
"2016/01/04 04:00:00 PM","6.681","-1.141","6.778"
"2016/01/04 04:30:00 PM","6.272","-1.088","6.365"
"2016/01/04 05:00:00 PM","3.437","-0.931","3.561"
"2016/01/04 05:30:00 PM","2.824","-0.821","2.941"
"2016/01/04 06:00:00 PM","2.846","-0.709","2.933"
"2016/01/04 06:30:00 PM","2.830","-0.587","2.890"
"2016/01/04 07:00:00 PM","2.643","-0.695","2.733"
"2016/01/04 07:30:00 PM","2.618","-0.811","2.741"
"2016/01/04 08:00:00 PM","2.614","-0.816","2.739"
"2016/01/04 08:30:00 PM","2.628","-0.818","2.752"
"2016/01/04 09:00:00 PM","2.695","-0.818","2.817"
"2016/01/04 09:30:00 PM","2.532","-0.814","2.660"
"2016/01/04 10:00:00 PM","2.679","-0.819","2.802"
"2016/01/04 10:30:00 PM","2.640","-0.826","2.766"
"2016/01/04 11:00:00 PM","2.684","-0.719","2.779"
"2016/01/04 11:30:00 PM","2.644","-0.773","2.754"
"2016/01/05","2.608","-0.833","2.738"
"2016/01/05 12:30:00 AM","2.538","-0.814","2.665"
"2016/01/05 01:00:00 AM","2.605","-0.821","2.731"
"2016/01/05 01:30:00 AM","2.612","-0.815","2.736"
"2016/01/05 02:00:00 AM","2.748","-0.828","2.870"
"2016/01/05 02:30:00 AM","2.606","-0.822","2.733"
"2016/01/05 03:00:00 AM","2.625","-0.798","2.743"
"2016/01/05 03:30:00 AM","4.613","-0.578","4.649"
"2016/01/05 04:00:00 AM","4.893","-0.741","4.949"
"2016/01/05 04:30:00 AM","4.928","-0.750","4.985"
"2016/01/05 05:00:00 AM","4.889","-0.752","4.946"
"2016/01/05 05:30:00 AM","4.868","-0.752","4.926"
"2016/01/05 06:00:00 AM","5.022","-0.765","5.080"
"2016/01/05 06:30:00 AM","6.269","-1.081","6.362"
"2016/01/05 07:00:00 AM","9.689","-1.268","9.771"
"2016/01/05 07:30:00 AM","10.200","-1.034","10.252"
"2016/01/05 08:00:00 AM","9.763","-1.185","9.835"
"2016/01/05 08:30:00 AM","9.861","-1.181","9.931"
"2016/01/05 09:00:00 AM","10.196","-1.116","10.257"
"2016/01/05 09:30:00 AM","9.487","-1.154","9.557"
