"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2015/12/26 05:30:00 PM","48.865","-10.196","49.917"
"2015/12/26 06:00:00 PM","48.365","-10.161","49.421"
"2015/12/26 06:30:00 PM","48.840","-10.752","50.009"
"2015/12/26 07:00:00 PM","47.987","-10.602","49.144"
"2015/12/26 07:30:00 PM","49.062","-10.441","50.161"
"2015/12/26 08:00:00 PM","48.114","-10.280","49.200"
"2015/12/26 08:30:00 PM","48.202","-10.983","49.437"
"2015/12/26 09:00:00 PM","48.015","-10.626","49.177"
"2015/12/26 09:30:00 PM","48.417","-10.951","49.640"
"2015/12/26 10:00:00 PM","48.063","-10.566","49.210"
"2015/12/26 10:30:00 PM","47.726","-11.057","48.990"
"2015/12/26 11:00:00 PM","47.593","-10.752","48.792"
"2015/12/26 11:30:00 PM","47.581","-10.832","48.798"
"2015/12/27","47.323","-11.091","48.605"
"2015/12/27 12:30:00 AM","47.598","-10.487","48.739"
"2015/12/27 01:00:00 AM","46.541","-11.271","47.886"
"2015/12/27 01:30:00 AM","48.879","-11.351","50.180"
"2015/12/27 02:00:00 AM","47.169","-10.502","48.324"
"2015/12/27 02:30:00 AM","47.447","-10.878","48.678"
"2015/12/27 03:00:00 AM","47.674","-11.025","48.933"
"2015/12/27 03:30:00 AM","47.277","-11.272","48.603"
"2015/12/27 04:00:00 AM","47.647","-10.447","48.779"
"2015/12/27 04:30:00 AM","48.059","-10.347","49.160"
"2015/12/27 05:00:00 AM","47.590","-10.650","48.767"
"2015/12/27 05:30:00 AM","47.638","-10.606","48.805"
"2015/12/27 06:00:00 AM","47.079","-10.801","48.302"
"2015/12/27 06:30:00 AM","47.226","-11.080","48.508"
"2015/12/27 07:00:00 AM","47.314","-10.966","48.568"
"2015/12/27 07:30:00 AM","47.028","-10.717","48.234"
"2015/12/27 08:00:00 AM","47.129","-10.531","48.291"
"2015/12/27 08:30:00 AM","47.174","-10.592","48.348"
"2015/12/27 09:00:00 AM","46.798","-11.406","48.168"
"2015/12/27 09:30:00 AM","47.601","-10.880","48.828"
"2015/12/27 10:00:00 AM","46.214","-11.848","47.709"
"2015/12/27 10:30:00 AM","47.445","-10.358","48.562"
"2015/12/27 11:00:00 AM","47.029","-11.139","48.330"
"2015/12/27 11:30:00 AM","48.013","-11.018","49.261"
"2015/12/27 12:00:00 PM","47.362","-11.006","48.624"
"2015/12/27 12:30:00 PM","47.736","-10.506","48.879"
"2015/12/27 01:00:00 PM","47.611","-10.749","48.810"
"2015/12/27 01:30:00 PM","47.367","-10.835","48.591"
"2015/12/27 02:00:00 PM","47.884","-11.462","49.237"
"2015/12/27 02:30:00 PM","48.186","-9.935","49.200"
"2015/12/27 03:00:00 PM","49.071","-10.103","50.100"
"2015/12/27 03:30:00 PM","47.916","-11.118","49.189"
"2015/12/27 04:00:00 PM","48.443","-9.942","49.453"
"2015/12/27 04:30:00 PM","48.407","-9.763","49.381"
"2015/12/27 05:00:00 PM","49.633","-10.516","50.734"
"2015/12/27 05:30:00 PM","49.260","-10.160","50.297"
"2015/12/27 06:00:00 PM","47.541","-10.777","48.747"
"2015/12/27 06:30:00 PM","48.514","-9.814","49.497"
"2015/12/27 07:00:00 PM","47.591","-10.835","48.809"
"2015/12/27 07:30:00 PM","47.838","-10.533","48.984"
"2015/12/27 08:00:00 PM","47.656","-11.042","48.919"
"2015/12/27 08:30:00 PM","47.646","-10.278","48.742"
"2015/12/27 09:00:00 PM","49.077","-10.511","50.190"
"2015/12/27 09:30:00 PM","47.063","-10.858","48.300"
"2015/12/27 10:00:00 PM","48.597","-10.598","49.739"
"2015/12/27 10:30:00 PM","48.291","-10.021","49.320"
"2015/12/27 11:00:00 PM","48.703","-10.630","49.849"
"2015/12/27 11:30:00 PM","47.709","-10.611","48.875"
"2015/12/28","47.624","-10.582","48.786"
"2015/12/28 12:30:00 AM","47.591","-10.314","48.696"
"2015/12/28 01:00:00 AM","47.298","-11.245","48.617"
"2015/12/28 01:30:00 AM","47.416","-10.847","48.641"
"2015/12/28 02:00:00 AM","48.421","-11.348","49.733"
"2015/12/28 02:30:00 AM","48.286","-11.070","49.538"
"2015/12/28 03:00:00 AM","48.109","-11.132","49.380"
"2015/12/28 03:30:00 AM","48.868","-10.798","50.047"
"2015/12/28 04:00:00 AM","48.773","-10.877","49.971"
"2015/12/28 04:30:00 AM","48.941","-10.802","50.119"
"2015/12/28 05:00:00 AM","49.737","-10.690","50.873"
"2015/12/28 05:30:00 AM","49.408","-11.112","50.642"
"2015/12/28 06:00:00 AM","49.742","-10.579","50.855"
"2015/12/28 06:30:00 AM","58.305","-8.302","58.893"
"2015/12/28 07:00:00 AM","59.915","-7.800","60.420"
"2015/12/28 07:30:00 AM","62.380","-8.223","62.919"
"2015/12/28 08:00:00 AM","66.412","-7.139","66.794"
