"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2015/12/26 06:00:00 PM","2.159","-0.953","2.360"
"2015/12/26 06:30:00 PM","2.085","-0.964","2.297"
"2015/12/26 07:00:00 PM","2.140","-0.956","2.344"
"2015/12/26 07:30:00 PM","2.123","-0.964","2.332"
"2015/12/26 08:00:00 PM","2.107","-0.961","2.315"
"2015/12/26 08:30:00 PM","2.157","-0.953","2.358"
"2015/12/26 09:00:00 PM","2.070","-0.965","2.284"
"2015/12/26 09:30:00 PM","2.166","-0.949","2.365"
"2015/12/26 10:00:00 PM","2.101","-0.964","2.311"
"2015/12/26 10:30:00 PM","2.138","-0.958","2.343"
"2015/12/26 11:00:00 PM","2.126","-0.953","2.330"
"2015/12/26 11:30:00 PM","2.094","-0.962","2.305"
"2015/12/27","2.163","-0.956","2.365"
"2015/12/27 12:30:00 AM","2.081","-0.971","2.296"
"2015/12/27 01:00:00 AM","2.156","-0.962","2.361"
"2015/12/27 01:30:00 AM","2.114","-0.970","2.326"
"2015/12/27 02:00:00 AM","2.122","-0.972","2.334"
"2015/12/27 02:30:00 AM","2.147","-0.965","2.354"
"2015/12/27 03:00:00 AM","2.081","-0.976","2.299"
"2015/12/27 03:30:00 AM","2.164","-0.962","2.368"
"2015/12/27 04:00:00 AM","2.091","-0.969","2.304"
"2015/12/27 04:30:00 AM","2.130","-0.962","2.337"
"2015/12/27 05:00:00 AM","2.119","-0.963","2.328"
"2015/12/27 05:30:00 AM","2.106","-0.971","2.319"
"2015/12/27 06:00:00 AM","2.159","-0.958","2.362"
"2015/12/27 06:30:00 AM","2.063","-0.969","2.279"
"2015/12/27 07:00:00 AM","2.154","-0.947","2.353"
"2015/12/27 07:30:00 AM","2.082","-0.955","2.290"
"2015/12/27 08:00:00 AM","2.103","-0.940","2.304"
"2015/12/27 08:30:00 AM","2.094","-0.939","2.294"
"2015/12/27 09:00:00 AM","2.071","-0.947","2.278"
"2015/12/27 09:30:00 AM","2.138","-0.934","2.333"
"2015/12/27 10:00:00 AM","2.046","-0.951","2.256"
"2015/12/27 10:30:00 AM","2.129","-0.933","2.324"
"2015/12/27 11:00:00 AM","2.071","-0.939","2.274"
"2015/12/27 11:30:00 AM","2.090","-0.938","2.291"
"2015/12/27 12:00:00 PM","2.118","-0.933","2.315"
"2015/12/27 12:30:00 PM","2.053","-0.946","2.261"
"2015/12/27 01:00:00 PM","2.139","-0.934","2.334"
"2015/12/27 01:30:00 PM","2.079","-0.959","2.289"
"2015/12/27 02:00:00 PM","2.143","-0.955","2.346"
"2015/12/27 02:30:00 PM","2.121","-0.958","2.327"
"2015/12/27 03:00:00 PM","2.108","-0.956","2.315"
"2015/12/27 03:30:00 PM","2.164","-0.947","2.362"
"2015/12/27 04:00:00 PM","2.065","-0.968","2.281"
"2015/12/27 04:30:00 PM","2.150","-0.948","2.350"
"2015/12/27 05:00:00 PM","2.081","-0.954","2.290"
"2015/12/27 05:30:00 PM","2.114","-0.953","2.319"
"2015/12/27 06:00:00 PM","2.128","-0.948","2.329"
"2015/12/27 06:30:00 PM","2.086","-0.947","2.291"
"2015/12/27 07:00:00 PM","2.167","-0.935","2.360"
"2015/12/27 07:30:00 PM","2.081","-0.956","2.290"
"2015/12/27 08:00:00 PM","2.152","-0.942","2.349"
"2015/12/27 08:30:00 PM","2.116","-0.946","2.318"
"2015/12/27 09:00:00 PM","2.122","-0.950","2.325"
"2015/12/27 09:30:00 PM","2.166","-0.944","2.363"
"2015/12/27 10:00:00 PM","2.092","-0.958","2.301"
"2015/12/27 10:30:00 PM","2.173","-0.942","2.369"
"2015/12/27 11:00:00 PM","2.081","-0.953","2.289"
"2015/12/27 11:30:00 PM","2.127","-0.948","2.328"
"2015/12/28","2.129","-0.952","2.332"
"2015/12/28 12:30:00 AM","2.097","-0.963","2.308"
"2015/12/28 01:00:00 AM","2.161","-0.952","2.361"
"2015/12/28 01:30:00 AM","2.062","-0.968","2.278"
"2015/12/28 02:00:00 AM","2.160","-0.953","2.361"
"2015/12/28 02:30:00 AM","2.107","-0.962","2.316"
"2015/12/28 03:00:00 AM","2.115","-0.956","2.321"
"2015/12/28 03:30:00 AM","2.141","-0.957","2.345"
"2015/12/28 04:00:00 AM","2.079","-0.960","2.290"
"2015/12/28 04:30:00 AM","2.980","-0.832","3.094"
"2015/12/28 05:00:00 AM","2.650","-0.749","2.754"
"2015/12/28 05:30:00 AM","2.412","-0.722","2.518"
"2015/12/28 06:00:00 AM","2.319","-0.767","2.443"
"2015/12/28 06:30:00 AM","2.170","-0.929","2.361"
"2015/12/28 07:00:00 AM","2.175","-0.940","2.370"
"2015/12/28 07:30:00 AM","2.501","-0.633","2.580"
"2015/12/28 08:00:00 AM","2.255","-0.938","2.442"
"2015/12/28 08:30:00 AM","2.261","-0.956","2.455"
"2015/12/28 09:00:00 AM","2.231","-0.930","2.417"
"2015/12/28 09:30:00 AM","2.142","-0.939","2.339"
"2015/12/28 10:00:00 AM","2.179","-0.930","2.369"
"2015/12/28 10:30:00 AM","2.106","-0.952","2.311"
"2015/12/28 11:00:00 AM","2.214","-0.914","2.395"
"2015/12/28 11:30:00 AM","2.371","-0.699","2.472"
"2015/12/28 12:00:00 PM","2.157","-0.942","2.354"
"2015/12/28 12:30:00 PM","2.174","-0.939","2.368"
"2015/12/28 01:00:00 PM","2.118","-0.952","2.322"
"2015/12/28 01:30:00 PM","2.202","-0.939","2.393"
"2015/12/28 02:00:00 PM","2.126","-0.953","2.330"
"2015/12/28 02:30:00 PM","2.176","-0.944","2.372"
"2015/12/28 03:00:00 PM","2.271","-0.834","2.420"
"2015/12/28 03:30:00 PM","2.293","-0.794","2.427"
"2015/12/28 04:00:00 PM","2.202","-0.946","2.397"
"2015/12/28 04:30:00 PM","2.119","-0.959","2.326"
"2015/12/28 05:00:00 PM","2.191","-0.953","2.389"
"2015/12/28 05:30:00 PM","2.141","-0.953","2.343"
"2015/12/28 06:00:00 PM","2.150","-0.947","2.349"
"2015/12/28 06:30:00 PM","2.217","-0.916","2.398"
"2015/12/28 07:00:00 PM","2.356","-0.718","2.463"
"2015/12/28 07:30:00 PM","2.201","-0.950","2.397"
"2015/12/28 08:00:00 PM","2.130","-0.958","2.336"
"2015/12/28 08:30:00 PM","2.161","-0.947","2.359"
"2015/12/28 09:00:00 PM","2.173","-0.947","2.371"
"2015/12/28 09:30:00 PM","2.114","-0.954","2.319"
"2015/12/28 10:00:00 PM","2.167","-0.944","2.364"
"2015/12/28 10:30:00 PM","2.100","-0.963","2.310"
"2015/12/28 11:00:00 PM","2.141","-0.952","2.343"
"2015/12/28 11:30:00 PM","2.108","-0.956","2.315"
"2015/12/29","2.089","-0.954","2.297"
"2015/12/29 12:30:00 AM","2.146","-0.951","2.347"
"2015/12/29 01:00:00 AM","2.064","-0.960","2.277"
"2015/12/29 01:30:00 AM","2.141","-0.950","2.343"
"2015/12/29 02:00:00 AM","2.105","-0.962","2.314"
"2015/12/29 02:30:00 AM","2.115","-0.962","2.323"
"2015/12/29 03:00:00 AM","2.136","-0.952","2.339"
"2015/12/29 03:30:00 AM","2.081","-0.960","2.291"
"2015/12/29 04:00:00 AM","2.155","-0.946","2.354"
"2015/12/29 04:30:00 AM","2.625","-0.830","2.753"
"2015/12/29 05:00:00 AM","2.390","-0.727","2.498"
"2015/12/29 05:30:00 AM","2.210","-0.914","2.392"
"2015/12/29 06:00:00 AM","2.113","-0.947","2.316"
"2015/12/29 06:30:00 AM","2.181","-0.938","2.375"
"2015/12/29 07:00:00 AM","2.330","-0.739","2.444"
"2015/12/29 07:30:00 AM","2.315","-0.823","2.457"
