"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2015/12/26 04:30:00 PM","0.141","0.066","0.156"
"2015/12/26 05:00:00 PM","0.142","0.066","0.156"
"2015/12/26 05:30:00 PM","0.142","0.066","0.157"
"2015/12/26 06:00:00 PM","0.141","0.065","0.156"
"2015/12/26 06:30:00 PM","0.141","0.065","0.156"
"2015/12/26 07:00:00 PM","0.141","0.066","0.156"
"2015/12/26 07:30:00 PM","0.141","0.066","0.156"
"2015/12/26 08:00:00 PM","0.141","0.065","0.155"
"2015/12/26 08:30:00 PM","0.141","0.065","0.155"
"2015/12/26 09:00:00 PM","0.141","0.065","0.156"
"2015/12/26 09:30:00 PM","0.141","0.066","0.156"
"2015/12/26 10:00:00 PM","0.142","0.067","0.157"
"2015/12/26 10:30:00 PM","0.143","0.068","0.158"
"2015/12/26 11:00:00 PM","0.141","0.065","0.155"
"2015/12/26 11:30:00 PM","0.141","0.065","0.156"
"2015/12/27","0.142","0.067","0.157"
"2015/12/27 12:30:00 AM","0.142","0.067","0.157"
"2015/12/27 01:00:00 AM","0.143","0.068","0.158"
"2015/12/27 01:30:00 AM","0.143","0.068","0.158"
"2015/12/27 02:00:00 AM","0.143","0.068","0.159"
"2015/12/27 02:30:00 AM","0.143","0.068","0.158"
"2015/12/27 03:00:00 AM","0.143","0.067","0.158"
"2015/12/27 03:30:00 AM","0.142","0.067","0.157"
"2015/12/27 04:00:00 AM","0.142","0.067","0.157"
"2015/12/27 04:30:00 AM","0.143","0.067","0.158"
"2015/12/27 05:00:00 AM","0.143","0.067","0.158"
"2015/12/27 05:30:00 AM","0.143","0.067","0.158"
"2015/12/27 06:00:00 AM","0.143","0.067","0.157"
"2015/12/27 06:30:00 AM","0.142","0.065","0.156"
"2015/12/27 07:00:00 AM","0.141","0.065","0.156"
"2015/12/27 07:30:00 AM","0.140","0.063","0.154"
"2015/12/27 08:00:00 AM","0.139","0.061","0.152"
"2015/12/27 08:30:00 AM","0.138","0.059","0.150"
"2015/12/27 09:00:00 AM","0.139","0.062","0.152"
"2015/12/27 09:30:00 AM","0.139","0.062","0.152"
"2015/12/27 10:00:00 AM","0.139","0.062","0.152"
"2015/12/27 10:30:00 AM","0.139","0.061","0.151"
"2015/12/27 11:00:00 AM","0.138","0.060","0.150"
"2015/12/27 11:30:00 AM","0.138","0.060","0.150"
"2015/12/27 12:00:00 PM","0.138","0.060","0.151"
"2015/12/27 12:30:00 PM","0.138","0.059","0.150"
"2015/12/27 01:00:00 PM","0.140","0.059","0.152"
"2015/12/27 01:30:00 PM","0.143","0.064","0.157"
"2015/12/27 02:00:00 PM","0.144","0.066","0.158"
"2015/12/27 02:30:00 PM","0.144","0.066","0.159"
"2015/12/27 03:00:00 PM","0.145","0.067","0.160"
"2015/12/27 03:30:00 PM","0.145","0.068","0.160"
"2015/12/27 04:00:00 PM","0.145","0.068","0.160"
"2015/12/27 04:30:00 PM","0.143","0.065","0.157"
"2015/12/27 05:00:00 PM","0.143","0.065","0.157"
"2015/12/27 05:30:00 PM","0.143","0.064","0.157"
"2015/12/27 06:00:00 PM","0.143","0.063","0.156"
"2015/12/27 06:30:00 PM","0.144","0.065","0.158"
"2015/12/27 07:00:00 PM","0.144","0.067","0.159"
"2015/12/27 07:30:00 PM","0.144","0.066","0.159"
"2015/12/27 08:00:00 PM","0.143","0.065","0.157"
"2015/12/27 08:30:00 PM","0.143","0.065","0.157"
"2015/12/27 09:00:00 PM","0.144","0.066","0.159"
"2015/12/27 09:30:00 PM","0.145","0.067","0.159"
"2015/12/27 10:00:00 PM","0.145","0.068","0.160"
