"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2016/01/04 01:16:00 PM","5.604","-1.583","5.823"
"2016/01/04 01:17:00 PM","5.688","-1.605","5.910"
"2016/01/04 01:18:00 PM","5.539","-1.570","5.757"
"2016/01/04 01:19:00 PM","5.565","-1.569","5.782"
"2016/01/04 01:20:00 PM","5.594","-1.524","5.797"
"2016/01/04 01:21:00 PM","5.645","-1.468","5.832"
"2016/01/04 01:22:00 PM","5.637","-1.466","5.825"
"2016/01/04 01:23:00 PM","5.625","-1.458","5.811"
"2016/01/04 01:24:00 PM","5.652","-1.468","5.840"
"2016/01/04 01:25:00 PM","5.648","-1.469","5.836"
"2016/01/04 01:26:00 PM","5.696","-1.444","5.876"
"2016/01/04 01:27:00 PM","6.007","-1.521","6.197"
"2016/01/04 01:28:00 PM","6.933","-1.551","7.104"
"2016/01/04 01:29:00 PM","5.921","-1.519","6.113"
"2016/01/04 01:30:00 PM","5.922","-1.521","6.114"
"2016/01/04 01:31:00 PM","5.923","-1.524","6.116"
"2016/01/04 01:32:00 PM","7.117","-1.546","7.283"
"2016/01/04 01:33:00 PM","5.921","-1.521","6.113"
"2016/01/04 01:34:00 PM","5.892","-1.543","6.091"
"2016/01/04 01:35:00 PM","5.818","-1.609","6.037"
"2016/01/04 01:36:00 PM","6.573","-1.622","6.770"
"2016/01/04 01:37:00 PM","5.887","-1.617","6.105"
"2016/01/04 01:38:00 PM","6.214","-1.628","6.424"
"2016/01/04 01:39:00 PM","5.937","-1.625","6.156"
"2016/01/04 01:40:00 PM","5.850","-1.624","6.071"
"2016/01/04 01:41:00 PM","5.863","-1.633","6.086"
"2016/01/04 01:42:00 PM","5.898","-1.628","6.119"
"2016/01/04 01:43:00 PM","6.069","-1.670","6.295"
"2016/01/04 01:44:00 PM","6.052","-1.667","6.277"
"2016/01/04 01:45:00 PM","6.070","-1.672","6.297"
"2016/01/04 01:46:00 PM","6.065","-1.670","6.291"
"2016/01/04 01:47:00 PM","6.104","-1.681","6.331"
"2016/01/04 01:48:00 PM","6.096","-1.689","6.325"
"2016/01/04 01:49:00 PM","6.106","-1.692","6.336"
"2016/01/04 01:50:00 PM","6.098","-1.679","6.325"
"2016/01/04 01:51:00 PM","6.104","-1.674","6.330"
"2016/01/04 01:52:00 PM","6.109","-1.688","6.338"
"2016/01/04 01:53:00 PM","6.093","-1.663","6.316"
"2016/01/04 01:54:00 PM","6.110","-1.664","6.332"
"2016/01/04 01:55:00 PM","6.112","-1.676","6.338"
"2016/01/04 01:56:00 PM","6.117","-1.694","6.347"
"2016/01/04 01:57:00 PM","6.099","-1.688","6.329"
"2016/01/04 01:58:00 PM","6.112","-1.692","6.342"
"2016/01/04 01:59:00 PM","6.084","-1.682","6.312"
"2016/01/04 02:00:00 PM","6.101","-1.688","6.330"
"2016/01/04 02:01:00 PM","6.118","-1.670","6.342"
"2016/01/04 02:02:00 PM","7.089","-1.691","7.288"
"2016/01/04 02:03:00 PM","6.086","-1.678","6.313"
"2016/01/04 02:04:00 PM","6.083","-1.673","6.309"
"2016/01/04 02:05:00 PM","6.068","-1.669","6.294"
"2016/01/04 02:06:00 PM","6.067","-1.669","6.292"
"2016/01/04 02:07:00 PM","6.077","-1.671","6.302"
"2016/01/04 02:08:00 PM","6.060","-1.667","6.285"
"2016/01/04 02:09:00 PM","6.078","-1.675","6.304"
"2016/01/04 02:10:00 PM","6.077","-1.672","6.303"
"2016/01/04 02:11:00 PM","6.068","-1.674","6.294"
"2016/01/04 02:12:00 PM","6.065","-1.679","6.293"
"2016/01/04 02:13:00 PM","6.347","-1.716","6.575"
"2016/01/04 02:14:00 PM","6.118","-1.691","6.347"
"2016/01/04 02:15:00 PM","6.228","-1.703","6.456"
"2016/01/04 02:16:00 PM","6.172","-1.700","6.402"
"2016/01/04 02:17:00 PM","7.899","-1.757","8.092"
"2016/01/04 02:18:00 PM","7.899","-1.705","8.081"
"2016/01/04 02:19:00 PM","7.865","-1.729","8.053"
"2016/01/04 02:20:00 PM","6.780","-1.710","6.993"
"2016/01/04 02:21:00 PM","6.152","-1.688","6.379"
"2016/01/04 02:22:00 PM","6.167","-1.690","6.395"
"2016/01/04 02:23:00 PM","7.017","-1.709","7.222"
"2016/01/04 02:24:00 PM","6.319","-1.721","6.549"
"2016/01/04 02:25:00 PM","6.155","-1.716","6.389"
"2016/01/04 02:26:00 PM","6.136","-1.709","6.369"
"2016/01/04 02:27:00 PM","6.117","-1.707","6.351"
"2016/01/04 02:28:00 PM","6.104","-1.706","6.337"
"2016/01/04 02:29:00 PM","6.097","-1.704","6.331"
"2016/01/04 02:30:00 PM","6.079","-1.702","6.312"
"2016/01/04 02:31:00 PM","6.100","-1.708","6.334"
"2016/01/04 02:32:00 PM","6.122","-1.709","6.357"
"2016/01/04 02:33:00 PM","6.173","-1.725","6.410"
"2016/01/04 02:34:00 PM","6.177","-1.721","6.412"
"2016/01/04 02:35:00 PM","6.180","-1.715","6.414"
"2016/01/04 02:36:00 PM","6.186","-1.707","6.418"
"2016/01/04 02:37:00 PM","6.204","-1.702","6.433"
"2016/01/04 02:38:00 PM","6.191","-1.705","6.421"
"2016/01/04 02:39:00 PM","6.201","-1.713","6.434"
"2016/01/04 02:40:00 PM","6.209","-1.716","6.442"
"2016/01/04 02:41:00 PM","6.251","-1.616","6.456"
"2016/01/04 02:42:00 PM","7.252","-1.625","7.432"
"2016/01/04 02:43:00 PM","6.191","-1.592","6.393"
"2016/01/04 02:44:00 PM","6.174","-1.589","6.375"
"2016/01/04 02:45:00 PM","6.180","-1.590","6.381"
"2016/01/04 02:46:00 PM","6.185","-1.586","6.385"
"2016/01/04 02:47:00 PM","6.163","-1.580","6.362"
"2016/01/04 02:48:00 PM","6.160","-1.578","6.359"
