"Date & Time","P Sum (kW)","Q Sum (kVAr)","S Sum (kVA)"
"2016/01/04 02:30:00 PM","2.564","-0.686","2.655"
"2016/01/04 03:00:00 PM","2.649","-0.619","2.720"
"2016/01/04 03:30:00 PM","2.664","-0.659","2.745"
"2016/01/04 04:00:00 PM","1.211","-0.387","1.271"
"2016/01/04 04:30:00 PM","0.889","-0.109","0.896"
"2016/01/04 05:00:00 PM","0.825","-0.155","0.839"
"2016/01/04 05:30:00 PM","0.751","-0.257","0.794"
"2016/01/04 06:00:00 PM","0.858","-0.119","0.866"
"2016/01/04 06:30:00 PM","0.845","-0.106","0.851"
"2016/01/04 07:00:00 PM","0.769","-0.203","0.795"
"2016/01/04 07:30:00 PM","0.764","-0.221","0.795"
"2016/01/04 08:00:00 PM","0.842","-0.103","0.849"
"2016/01/04 08:30:00 PM","0.799","-0.101","0.805"
"2016/01/04 09:00:00 PM","0.697","-0.237","0.736"
"2016/01/04 09:30:00 PM","0.758","-0.167","0.776"
"2016/01/04 10:00:00 PM","0.807","-0.098","0.813"
"2016/01/04 10:30:00 PM","0.754","-0.167","0.773"
"2016/01/04 11:00:00 PM","0.708","-0.235","0.746"
"2016/01/04 11:30:00 PM","0.820","-0.097","0.826"
"2016/01/05","0.797","-0.102","0.803"
"2016/01/05 12:30:00 AM","0.690","-0.248","0.733"
"2016/01/05 01:00:00 AM","0.768","-0.149","0.782"
"2016/01/05 01:30:00 AM","0.804","-0.099","0.810"
"2016/01/05 02:00:00 AM","0.734","-0.194","0.759"
"2016/01/05 02:30:00 AM","0.727","-0.207","0.756"
"2016/01/05 03:00:00 AM","0.805","-0.099","0.812"
"2016/01/05 03:30:00 AM","0.760","-0.154","0.776"
"2016/01/05 04:00:00 AM","0.695","-0.240","0.735"
"2016/01/05 04:30:00 AM","0.808","-0.099","0.814"
"2016/01/05 05:00:00 AM","0.790","-0.109","0.798"
"2016/01/05 05:30:00 AM","0.690","-0.248","0.733"
"2016/01/05 06:00:00 AM","0.775","-0.137","0.787"
"2016/01/05 06:30:00 AM","2.392","-0.545","2.454"
"2016/01/05 07:00:00 AM","2.469","-0.827","2.604"
"2016/01/05 07:30:00 AM","2.979","-0.689","3.057"
"2016/01/05 08:00:00 AM","3.473","-0.664","3.536"
"2016/01/05 08:30:00 AM","2.974","-0.707","3.057"
"2016/01/05 09:00:00 AM","2.893","-0.755","2.990"
"2016/01/05 09:30:00 AM","2.720","-0.648","2.796"
"2016/01/05 10:00:00 AM","2.661","-0.749","2.764"
"2016/01/05 10:30:00 AM","2.737","-0.747","2.837"
"2016/01/05 11:00:00 AM","2.811","-0.661","2.887"
"2016/01/05 11:30:00 AM","2.701","-0.774","2.810"
"2016/01/05 12:00:00 PM","3.257","-0.730","3.338"
"2016/01/05 12:30:00 PM","2.745","-0.655","2.822"
"2016/01/05 01:00:00 PM","2.658","-0.714","2.752"
"2016/01/05 01:30:00 PM","2.624","-0.758","2.731"
"2016/01/05 02:00:00 PM","2.773","-0.590","2.835"
"2016/01/05 02:30:00 PM","2.693","-0.602","2.760"
"2016/01/05 03:00:00 PM","1.988","-0.552","2.063"
"2016/01/05 03:30:00 PM","1.526","-0.159","1.534"
"2016/01/05 04:00:00 PM","0.880","-0.114","0.887"
"2016/01/05 04:30:00 PM","0.722","-0.253","0.765"
"2016/01/05 05:00:00 PM","0.800","-0.114","0.808"
"2016/01/05 05:30:00 PM","0.758","-0.166","0.776"
"2016/01/05 06:00:00 PM","0.739","-0.207","0.768"
"2016/01/05 06:30:00 PM","0.824","-0.093","0.830"
"2016/01/05 07:00:00 PM","0.764","-0.171","0.783"
"2016/01/05 07:30:00 PM","0.730","-0.205","0.759"
"2016/01/05 08:00:00 PM","0.803","-0.103","0.810"
"2016/01/05 08:30:00 PM","0.737","-0.189","0.761"
"2016/01/05 09:00:00 PM","0.736","-0.197","0.762"
"2016/01/05 09:30:00 PM","0.810","-0.103","0.817"
"2016/01/05 10:00:00 PM","0.715","-0.218","0.747"
"2016/01/05 10:30:00 PM","0.761","-0.161","0.778"
"2016/01/05 11:00:00 PM","0.801","-0.109","0.808"
"2016/01/05 11:30:00 PM","0.698","-0.249","0.741"
"2016/01/06","0.806","-0.112","0.814"
"2016/01/06 12:30:00 AM","0.779","-0.151","0.794"
"2016/01/06 01:00:00 AM","0.724","-0.224","0.757"
"2016/01/06 01:30:00 AM","0.812","-0.098","0.818"
"2016/01/06 02:00:00 AM","0.742","-0.184","0.765"
"2016/01/06 02:30:00 AM","0.748","-0.191","0.772"
"2016/01/06 03:00:00 AM","0.809","-0.097","0.815"
"2016/01/06 03:30:00 AM","0.727","-0.214","0.758"
"2016/01/06 04:00:00 AM","0.767","-0.165","0.784"
"2016/01/06 04:30:00 AM","0.806","-0.099","0.812"
"2016/01/06 05:00:00 AM","0.691","-0.247","0.733"
"2016/01/06 05:30:00 AM","0.795","-0.126","0.805"
"2016/01/06 06:00:00 AM","0.775","-0.137","0.787"
"2016/01/06 06:30:00 AM","1.687","-0.473","1.752"
"2016/01/06 07:00:00 AM","2.989","-0.637","3.056"
"2016/01/06 07:30:00 AM","3.230","-0.777","3.323"
"2016/01/06 08:00:00 AM","3.593","-0.830","3.687"
"2016/01/06 08:30:00 AM","3.015","-0.684","3.092"
"2016/01/06 09:00:00 AM","2.818","-0.780","2.924"
"2016/01/06 09:30:00 AM","2.590","-0.791","2.708"
"2016/01/06 10:00:00 AM","2.653","-0.709","2.747"
"2016/01/06 10:30:00 AM","2.544","-0.739","2.649"
"2016/01/06 11:00:00 AM","2.524","-0.851","2.664"
"2016/01/06 11:30:00 AM","2.667","-0.703","2.758"
"2016/01/06 12:00:00 PM","3.016","-0.731","3.103"
"2016/01/06 12:30:00 PM","2.485","-0.860","2.630"
"2016/01/06 01:00:00 PM","2.505","-0.701","2.602"
"2016/01/06 01:30:00 PM","2.901","-0.753","2.997"
"2016/01/06 02:00:00 PM","2.593","-0.787","2.710"
"2016/01/06 02:30:00 PM","2.976","-0.642","3.044"
"2016/01/06 03:00:00 PM","2.423","-0.680","2.517"
"2016/01/06 03:30:00 PM","2.630","-0.743","2.732"
"2016/01/06 04:00:00 PM","1.691","-0.444","1.748"
"2016/01/06 04:30:00 PM","1.422","-0.530","1.518"
"2016/01/06 05:00:00 PM","1.473","-0.443","1.538"
"2016/01/06 05:30:00 PM","1.472","-0.442","1.537"
"2016/01/06 06:00:00 PM","1.422","-0.534","1.519"
"2016/01/06 06:30:00 PM","1.524","-0.388","1.572"
"2016/01/06 07:00:00 PM","1.431","-0.535","1.528"
"2016/01/06 07:30:00 PM","1.497","-0.446","1.562"
"2016/01/06 08:00:00 PM","1.483","-0.464","1.554"
"2016/01/06 08:30:00 PM","1.450","-0.516","1.539"
"2016/01/06 09:00:00 PM","1.521","-0.404","1.574"
"2016/01/06 09:30:00 PM","1.397","-0.550","1.501"
"2016/01/06 10:00:00 PM","1.491","-0.407","1.545"
"2016/01/06 10:30:00 PM","1.427","-0.495","1.510"
"2016/01/06 11:00:00 PM","1.452","-0.480","1.530"
"2016/01/06 11:30:00 PM","1.471","-0.432","1.533"
"2016/01/07","1.407","-0.540","1.507"
"2016/01/07 12:30:00 AM","1.512","-0.389","1.561"
"2016/01/07 01:00:00 AM","1.413","-0.532","1.510"
"2016/01/07 01:30:00 AM","1.485","-0.437","1.548"
"2016/01/07 02:00:00 AM","1.467","-0.463","1.538"
"2016/01/07 02:30:00 AM","1.434","-0.517","1.525"
"2016/01/07 03:00:00 AM","1.512","-0.393","1.562"
"2016/01/07 03:30:00 AM","1.411","-0.548","1.514"
"2016/01/07 04:00:00 AM","1.488","-0.425","1.547"
"2016/01/07 04:30:00 AM","1.440","-0.487","1.520"
"2016/01/07 05:00:00 AM","1.439","-0.491","1.521"
"2016/01/07 05:30:00 AM","1.480","-0.423","1.539"
"2016/01/07 06:00:00 AM","2.404","-0.604","2.479"
"2016/01/07 06:30:00 AM","3.407","-0.480","3.440"
"2016/01/07 07:00:00 AM","4.696","-0.838","4.770"
"2016/01/07 07:30:00 AM","4.168","-0.764","4.237"
"2016/01/07 08:00:00 AM","4.985","-0.851","5.057"
"2016/01/07 08:30:00 AM","4.589","-1.048","4.707"
"2016/01/07 09:00:00 AM","3.865","-0.953","3.980"
"2016/01/07 09:30:00 AM","3.822","-1.072","3.969"
"2016/01/07 10:00:00 AM","4.376","-0.936","4.475"
"2016/01/07 10:30:00 AM","3.834","-1.025","3.969"
"2016/01/07 11:00:00 AM","3.928","-1.013","4.056"
"2016/01/07 11:30:00 AM","3.951","-0.998","4.075"
"2016/01/07 12:00:00 PM","4.484","-1.042","4.604"
"2016/01/07 12:30:00 PM","4.224","-0.956","4.330"
"2016/01/07 01:00:00 PM","4.633","-1.064","4.753"
"2016/01/07 01:30:00 PM","3.777","-0.924","3.889"
"2016/01/07 02:00:00 PM","3.820","-1.083","3.970"
"2016/01/07 02:30:00 PM","4.339","-0.936","4.439"
"2016/01/07 03:00:00 PM","3.759","-1.059","3.905"
"2016/01/07 03:30:00 PM","2.644","-0.598","2.710"
"2016/01/07 04:00:00 PM","1.177","-0.325","1.221"
"2016/01/07 04:30:00 PM","0.792","-0.192","0.815"
"2016/01/07 05:00:00 PM","0.811","-0.123","0.820"
"2016/01/07 05:30:00 PM","0.742","-0.247","0.782"
"2016/01/07 06:00:00 PM","0.853","-0.093","0.858"
"2016/01/07 06:30:00 PM","0.742","-0.251","0.783"
"2016/01/07 07:00:00 PM","0.828","-0.117","0.837"
"2016/01/07 07:30:00 PM","0.772","-0.184","0.794"
"2016/01/07 08:00:00 PM","0.774","-0.186","0.796"
"2016/01/07 08:30:00 PM","0.771","-0.120","0.780"
"2016/01/07 09:00:00 PM","0.697","-0.230","0.734"
"2016/01/07 09:30:00 PM","0.803","-0.076","0.807"
"2016/01/07 10:00:00 PM","0.697","-0.228","0.734"
"2016/01/07 10:30:00 PM","0.784","-0.113","0.793"
"2016/01/07 11:00:00 PM","0.740","-0.169","0.759"
"2016/01/07 11:30:00 PM","0.739","-0.179","0.760"
"2016/01/08","0.774","-0.123","0.784"
"2016/01/08 12:30:00 AM","0.704","-0.225","0.739"
"2016/01/08 01:00:00 AM","1.323","-0.084","1.326"
"2016/01/08 01:30:00 AM","0.696","-0.225","0.731"
"2016/01/08 02:00:00 AM","0.778","-0.120","0.787"
"2016/01/08 02:30:00 AM","0.740","-0.169","0.759"
"2016/01/08 03:00:00 AM","0.735","-0.177","0.756"
"2016/01/08 03:30:00 AM","0.779","-0.110","0.787"
"2016/01/08 04:00:00 AM","0.693","-0.231","0.730"
"2016/01/08 04:30:00 AM","0.803","-0.080","0.807"
"2016/01/08 05:00:00 AM","0.716","-0.192","0.741"
"2016/01/08 05:30:00 AM","0.747","-0.160","0.764"
"2016/01/08 06:00:00 AM","2.395","-0.341","2.419"
"2016/01/08 06:30:00 AM","3.856","-0.694","3.918"
"2016/01/08 07:00:00 AM","5.235","-0.793","5.295"
"2016/01/08 07:30:00 AM","6.125","-0.910","6.192"
"2016/01/08 08:00:00 AM","4.636","-0.963","4.735"
"2016/01/08 08:30:00 AM","4.521","-0.937","4.617"
"2016/01/08 09:00:00 AM","4.879","-1.126","5.008"
"2016/01/08 09:30:00 AM","3.980","-0.985","4.100"
"2016/01/08 10:00:00 AM","4.048","-1.031","4.178"
"2016/01/08 10:30:00 AM","4.065","-1.017","4.191"
"2016/01/08 11:00:00 AM","4.430","-0.982","4.537"
"2016/01/08 11:30:00 AM","4.035","-1.080","4.177"
"2016/01/08 12:00:00 PM","4.017","-0.929","4.123"
"2016/01/08 12:30:00 PM","4.401","-1.082","4.532"
"2016/01/08 01:00:00 PM","3.986","-0.992","4.107"
"2016/01/08 01:30:00 PM","4.999","-1.018","5.101"
"2016/01/08 02:00:00 PM","4.106","-1.072","4.244"
"2016/01/08 02:30:00 PM","4.900","-0.919","4.985"
"2016/01/08 03:00:00 PM","3.297","-0.964","3.436"
"2016/01/08 03:30:00 PM","2.522","-0.595","2.592"
"2016/01/08 04:00:00 PM","0.821","-0.180","0.840"
"2016/01/08 04:30:00 PM","0.702","-0.207","0.732"
"2016/01/08 05:00:00 PM","0.775","-0.091","0.780"
"2016/01/08 05:30:00 PM","0.676","-0.239","0.717"
"2016/01/08 06:00:00 PM","0.782","-0.115","0.790"
"2016/01/08 06:30:00 PM","0.741","-0.170","0.760"
"2016/01/08 07:00:00 PM","0.711","-0.203","0.739"
"2016/01/08 07:30:00 PM","0.790","-0.092","0.795"
"2016/01/08 08:00:00 PM","0.683","-0.238","0.724"
"2016/01/08 08:30:00 PM","0.770","-0.128","0.781"
"2016/01/08 09:00:00 PM","0.730","-0.177","0.751"
"2016/01/08 09:30:00 PM","0.716","-0.196","0.742"
"2016/01/08 10:00:00 PM","0.785","-0.095","0.791"
